IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.86.230,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.126.240,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.92.26,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.222.64,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.0.162,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.83.71,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.67.133,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.77.222,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,18,0.00
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.10.1,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.144.50,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.202.130,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.10.182,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.181.117,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.147.58,2095,2095,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.5.10,8880,8880,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.75.113,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.84.214,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,18,0.00
8.219.49.65,2082,2082,false,SIN,Asia Pacific,Singapore,18,0.00
8.222.165.117,8080,8080,false,SIN,Asia Pacific,Singapore,18,0.00
47.236.17.193,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.120.87,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.139.13,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.102.52,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.86.230,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.102.52,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.208.38,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.84.173,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.164.209,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.193.65,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.183.242,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.171.205,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.214.231,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.150.197,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.93.5,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.111.175,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.83.20,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.97.50,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
47.237.0.31,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,19,0.00
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,19,0.00
47.245.86.230,2052,2052,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,19,0.00
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.136.247,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.100.168,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.174.142,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.102.52,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.124.227,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.210.64,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.191.110,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.142.191,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.253.41,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.49.65,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.139.13,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.170.232,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.201.8,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.118.70,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.77.222,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.161.129,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.77.141,80,80,false,SJC,North America,San Jose,20,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.97.90,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,20,0.00
47.237.86.185,2082,2082,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.114.163,80,80,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.139.13,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,20,0.00
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,20,0.00
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.118.216,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.201.245,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.13,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.118.70,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.117.198,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.210.57,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.253.41,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.104.37,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.174.142,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.244.192,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.220.88,2052,2052,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.80.110,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.11.158,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.200.145,2086,2086,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,21,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.111.175,8880,8880,false,SIN,Asia Pacific,Singapore,21,0.00
47.236.10.182,2095,2095,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.49.65,80,80,false,SIN,Asia Pacific,Singapore,21,0.00
8.219.83.201,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.83.71,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.183.242,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.208.38,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.106.156,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.248.47,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.10.1,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.84.173,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.14.220,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.205.188,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.77.141,80,80,false,SJC,North America,San Jose,22,0.00
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.100.168,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.82.15,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.67.133,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.199.220,8080,8080,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.168.17,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.189.143,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.110.81,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.11.158,2082,2082,false,SIN,Asia Pacific,Singapore,22,0.00
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.100.168,2086,2086,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.10.1,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
47.237.84.173,80,80,false,SIN,Asia Pacific,Singapore,22,0.00
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.222.98,2095,2095,false,SIN,Asia Pacific,Singapore,22,0.00
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.0.31,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.180.24,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.134.170,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.120.87,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.100.206,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.164.209,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.95.140,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.75.113,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.114.201,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.9.152,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.156,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.49.65,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.107.135,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.160.176,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.82.15,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.167.231,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.132.64,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.48,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.210.64,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
8.219.11.158,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.179.231,8880,8880,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.93.176,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,23,0.00
47.245.118.70,2052,2052,false,SIN,Asia Pacific,Singapore,23,0.00
47.236.171.205,80,80,false,SIN,Asia Pacific,Singapore,23,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.103.65,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.170.232,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
