IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
35.196.217.7,80,80,false,ATL,North America,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,220,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,223,0.00
34.90.10.137,443,443,true,FRA,Europe,Frankfurt,257,0.00
34.32.207.31,443,443,true,FRA,Europe,Frankfurt,258,0.00
35.228.77.188,8080,80,false,ARN,Europe,Stockholm,261,0.00
34.32.159.13,443,443,true,FRA,Europe,Frankfurt,264,0.00
34.32.236.208,443,443,true,FRA,Europe,Frankfurt,267,0.00
34.32.255.76,443,443,true,FRA,Europe,Frankfurt,270,0.00
34.65.146.53,443,443,true,FRA,Europe,Frankfurt,275,0.00
34.65.176.196,443,443,true,FRA,Europe,Frankfurt,279,0.00
34.65.156.156,443,443,true,FRA,Europe,Frankfurt,290,0.00
34.65.52.186,443,443,true,FRA,Europe,Frankfurt,297,0.00
34.91.108.244,443,443,true,FRA,Europe,Frankfurt,301,0.00
34.107.50.26,443,443,true,FRA,Europe,Frankfurt,303,0.00
34.159.167.25,443,443,true,FRA,Europe,Frankfurt,306,0.00
34.32.181.239,443,443,true,FRA,Europe,Frankfurt,311,0.00
34.32.156.13,443,443,true,FRA,Europe,Frankfurt,312,0.00
34.116.244.60,443,443,true,FRA,Europe,Frankfurt,314,0.00
34.145.66.39,8080,8080,false,DEL,Asia Pacific,New Delhi,426,0.00
34.145.66.39,8080,8080,false,DEL,Asia Pacific,New Delhi,427,0.00
